date,cat_id,units_sold
2022-09-13,Category_8,1828
2022-09-14,Category_1,2430
2022-09-14,Category_2,2308
2022-09-14,Category_3,1293
2022-09-14,Category_4,1243
2022-09-14,Category_5,3509
2022-09-14,Category_6,1817
2022-09-14,Category_7,1956
2022-09-14,Category_8,1805
2022-09-15,Category_1,2434
2022-09-15,Category_2,2392
2022-09-15,Category_3,1283
2022-09-15,Category_4,1206
2022-09-15,Category_5,3476
2022-09-15,Category_6,1835
2022-09-15,Category_7,1936
2022-09-15,Category_8,1839
2022-09-16,Category_1,2433
2022-09-16,Category_2,2391
2022-09-16,Category_3,1235
2022-09-16,Category_4,1209
2022-09-16,Category_5,3605
2022-09-16,Category_6,1838
2022-09-16,Category_7,1914
2022-09-16,Category_8,1867
2022-09-17,Category_1,3142
2022-09-17,Category_2,3107
2022-09-17,Category_3,1616
2022-09-17,Category_4,1556
2022-09-17,Category_5,4607
2022-09-17,Category_6,2387
2022-09-17,Category_7,2448
2022-09-17,Category_8,2363
2022-09-18,Category_1,3224
2022-09-18,Category_2,3023
2022-09-18,Category_3,1668
2022-09-18,Category_4,1545
2022-09-18,Category_5,4544
2022-09-18,Category_6,2411
2022-09-18,Category_7,2457
2022-09-18,Category_8,2402
2022-09-19,Category_1,2502
2022-09-19,Category_2,2355
2022-09-19,Category_3,1239
2022-09-19,Category_4,1165
2022-09-19,Category_5,3482
2022-09-19,Category_6,1827
2022-09-19,Category_7,1883
2022-09-19,Category_8,1764
2022-09-20,Category_1,2437
2022-09-20,Category_2,2278
2022-09-20,Category_3,1204
2022-09-20,Category_4,1191
2022-09-20,Category_5,3529
2022-09-20,Category_6,1853
2022-09-20,Category_7,1859
2022-09-20,Category_8,1829
2022-09-21,Category_1,2466
2022-09-21,Category_2,2297
2022-09-21,Category_3,1250
2022-09-21,Category_4,1209
2022-09-21,Category_5,3418
2022-09-21,Category_6,1821
2022-09-21,Category_7,1903
2022-09-21,Category_8,1798
2022-09-22,Category_1,2433
2022-09-22,Category_2,2349
2022-09-22,Category_3,1243
2022-09-22,Category_4,1164
2022-09-22,Category_5,3594
2022-09-22,Category_6,1775
2022-09-22,Category_7,1904
2022-09-22,Category_8,1821
2022-09-23,Category_1,2352
2022-09-23,Category_2,2276
2022-09-23,Category_3,1242
2022-09-23,Category_4,1170
2022-09-23,Category_5,3390
2022-09-23,Category_6,1761
2022-09-23,Category_7,1885
2022-09-23,Category_8,1816
2022-09-24,Category_1,3149
2022-09-24,Category_2,2953
2022-09-24,Category_3,1594
2022-09-24,Category_4,1549
2022-09-24,Category_5,4418
2022-09-24,Category_6,2378
2022-09-24,Category_7,2444
2022-09-24,Category_8,2360
2022-09-25,Category_1,3124
2022-09-25,Category_2,3121
2022-09-25,Category_3,1597
2022-09-25,Category_4,1520
2022-09-25,Category_5,4482
2022-09-25,Category_6,2279
2022-09-25,Category_7,2428
2022-09-25,Category_8,2412
2022-09-26,Category_1,2387
2022-09-26,Category_2,2319
2022-09-26,Category_3,1195
2022-09-26,Category_4,1183
2022-09-26,Category_5,3428
2022-09-26,Category_6,1789
2022-09-26,Category_7,1923
2022-09-26,Category_8,1849
2022-09-27,Category_1,2361
2022-09-27,Category_2,2344
2022-09-27,Category_3,1255
2022-09-27,Category_4,1161
2022-09-27,Category_5,3401
2022-09-27,Category_6,1814
2022-09-27,Category_7,1875
2022-09-27,Category_8,1797
2022-09-28,Category_1,2329
2022-09-28,Category_2,2327
2022-09-28,Category_3,1219
2022-09-28,Category_4,1191
2022-09-28,Category_5,3474
2022-09-28,Category_6,1783
2022-09-28,Category_7,1965
2022-09-28,Category_8,1807
2022-09-29,Category_1,2292
2022-09-29,Category_2,2318
2022-09-29,Category_3,1199
2022-09-29,Category_4,1166
2022-09-29,Category_5,3519
2022-09-29,Category_6,1786
2022-09-29,Category_7,1825
2022-09-29,Category_8,1841
2022-09-30,Category_1,2399
2022-09-30,Category_2,2289
2022-09-30,Category_3,1202
2022-09-30,Category_4,1163
2022-09-30,Category_5,3448
2022-09-30,Category_6,1803
2022-09-30,Category_7,1862
2022-09-30,Category_8,1781
2022-10-01,Category_1,3144
2022-10-01,Category_2,2951
2022-10-01,Category_3,1567
2022-10-01,Category_4,1520
2022-10-01,Category_5,4490
2022-10-01,Category_6,2308
2022-10-01,Category_7,2422
2022-10-01,Category_8,2430
2022-10-02,Category_1,3119
2022-10-02,Category_2,2951
2022-10-02,Category_3,1579
2022-10-02,Category_4,1486
2022-10-02,Category_5,4578
2022-10-02,Category_6,2292
2022-10-02,Category_7,2416
2022-10-02,Category_8,2393
2022-10-03,Category_1,2387
2022-10-03,Category_2,2275
2022-10-03,Category_3,1220
2022-10-03,Category_4,1141
2022-10-03,Category_5,3379
2022-10-03,Category_6,1828
2022-10-03,Category_7,1874
2022-10-03,Category_8,1774
2022-10-04,Category_1,2410
2022-10-04,Category_2,2347
2022-10-04,Category_3,1264
2022-10-04,Category_4,1158
2022-10-04,Category_5,3573
2022-10-04,Category_6,1749
2022-10-04,Category_7,1879
2022-10-04,Category_8,1764
2022-10-05,Category_1,2415
2022-10-05,Category_2,2298
2022-10-05,Category_3,1240
2022-10-05,Category_4,1182
2022-10-05,Category_5,3546
2022-10-05,Category_6,1754
2022-10-05,Category_7,1906
2022-10-05,Category_8,1823
2022-10-06,Category_1,2376
2022-10-06,Category_2,2355
2022-10-06,Category_3,1175
2022-10-06,Category_4,1184
2022-10-06,Category_5,3505
2022-10-06,Category_6,1754
2022-10-06,Category_7,1897
2022-10-06,Category_8,1813
2022-10-07,Category_1,2454
2022-10-07,Category_2,2322
2022-10-07,Category_3,1227
2022-10-07,Category_4,1215
2022-10-07,Category_5,3494
2022-10-07,Category_6,1809
2022-10-07,Category_7,1858
2022-10-07,Category_8,1776
2022-10-08,Category_1,3110
2022-10-08,Category_2,3043
2022-10-08,Category_3,1587
2022-10-08,Category_4,1535
2022-10-08,Category_5,4521
2022-10-08,Category_6,2383
2022-10-08,Category_7,2407
2022-10-08,Category_8,2336
2022-10-09,Category_1,3144
2022-10-09,Category_2,3044
2022-10-09,Category_3,1614
2022-10-09,Category_4,1527
2022-10-09,Category_5,4551
2022-10-09,Category_6,2352
2022-10-09,Category_7,2422
2022-10-09,Category_8,2344
2022-10-10,Category_1,2466
2022-10-10,Category_2,2355
2022-10-10,Category_3,1252
2022-10-10,Category_4,1164
2022-10-10,Category_5,3546
2022-10-10,Category_6,1807
2022-10-10,Category_7,1858
2022-10-10,Category_8,1816
2022-10-11,Category_1,2472
2022-10-11,Category_2,2415
2022-10-11,Category_3,1281
2022-10-11,Category_4,1192
2022-10-11,Category_5,3440
2022-10-11,Category_6,1873
2022-10-11,Category_7,1888
2022-10-11,Category_8,1843
2022-10-12,Category_1,2429
2022-10-12,Category_2,2390
2022-10-12,Category_3,1217
2022-10-12,Category_4,1180
2022-10-12,Category_5,3520
2022-10-12,Category_6,1805
2022-10-12,Category_7,1885
2022-10-12,Category_8,1808
2022-10-13,Category_1,2400
2022-10-13,Category_2,2396
2022-10-13,Category_3,1255
2022-10-13,Category_4,1120
2022-10-13,Category_5,3427
2022-10-13,Category_6,1830
2022-10-13,Category_7,1920
2022-10-13,Category_8,1760
2022-10-14,Category_1,2473
2022-10-14,Category_2,2379
2022-10-14,Category_3,1263
2022-10-14,Category_4,1210
2022-10-14,Category_5,3479
2022-10-14,Category_6,1795
2022-10-14,Category_7,1905
2022-10-14,Category_8,1889
2022-10-15,Category_1,3215
2022-10-15,Category_2,3034
2022-10-15,Category_3,1566
2022-10-15,Category_4,1542
2022-10-15,Category_5,4659
2022-10-15,Category_6,2452
2022-10-15,Category_7,2483
2022-10-15,Category_8,2482
2022-10-16,Category_1,3287
2022-10-16,Category_2,3079
2022-10-16,Category_3,1643
2022-10-16,Category_4,1541
2022-10-16,Category_5,4656
2022-10-16,Category_6,2406
2022-10-16,Category_7,2630
2022-10-16,Category_8,2385
2022-10-17,Category_1,2459
2022-10-17,Category_2,2390
2022-10-17,Category_3,1284
2022-10-17,Category_4,1194
2022-10-17,Category_5,3593
2022-10-17,Category_6,1832
2022-10-17,Category_7,1948
2022-10-17,Category_8,1852
2022-10-18,Category_1,2534
2022-10-18,Category_2,2339
2022-10-18,Category_3,1278
2022-10-18,Category_4,1196
2022-10-18,Category_5,3610
2022-10-18,Category_6,1821
2022-10-18,Category_7,1878
2022-10-18,Category_8,1791
2022-10-19,Category_1,2425
2022-10-19,Category_2,2396
2022-10-19,Category_3,1268
2022-10-19,Category_4,1232
2022-10-19,Category_5,3598
2022-10-19,Category_6,1785
2022-10-19,Category_7,1860
2022-10-19,Category_8,1878
2022-10-20,Category_1,2456
2022-10-20,Category_2,2469
2022-10-20,Category_3,1282
2022-10-20,Category_4,1218
2022-10-20,Category_5,3649
2022-10-20,Category_6,1888
2022-10-20,Category_7,1947
2022-10-20,Category_8,1793
2022-10-21,Category_1,2493
2022-10-21,Category_2,2410
2022-10-21,Category_3,1261
2022-10-21,Category_4,1254
2022-10-21,Category_5,3605
2022-10-21,Category_6,1854
2022-10-21,Category_7,1910
2022-10-21,Category_8,1841
2022-10-22,Category_1,3320
2022-10-22,Category_2,3180
2022-10-22,Category_3,1735
2022-10-22,Category_4,1630
2022-10-22,Category_5,4787
2022-10-22,Category_6,2425
2022-10-22,Category_7,2559
2022-10-22,Category_8,2441
2022-10-23,Category_1,3293
2022-10-23,Category_2,3313
2022-10-23,Category_3,1636
2022-10-23,Category_4,1641
2022-10-23,Category_5,4730
2022-10-23,Category_6,2432
2022-10-23,Category_7,2508
2022-10-23,Category_8,2533
2022-10-24,Category_1,2575
2022-10-24,Category_2,2475
2022-10-24,Category_3,1278
2022-10-24,Category_4,1273
2022-10-24,Category_5,3727
2022-10-24,Category_6,1884
2022-10-24,Category_7,1982
2022-10-24,Category_8,1890
2022-10-25,Category_1,2498
2022-10-25,Category_2,2478
2022-10-25,Category_3,1295
2022-10-25,Category_4,1255
2022-10-25,Category_5,3705
2022-10-25,Category_6,1884
2022-10-25,Category_7,2058
2022-10-25,Category_8,1948
2022-10-26,Category_1,2512
2022-10-26,Category_2,2424
2022-10-26,Category_3,1336
2022-10-26,Category_4,1286
2022-10-26,Category_5,3767
2022-10-26,Category_6,1881
2022-10-26,Category_7,2011
2022-10-26,Category_8,1922
2022-10-27,Category_1,2565
2022-10-27,Category_2,2436
2022-10-27,Category_3,1325
2022-10-27,Category_4,1239
2022-10-27,Category_5,3778
2022-10-27,Category_6,1879
2022-10-27,Category_7,2013
2022-10-27,Category_8,1982
2022-10-28,Category_1,2675
2022-10-28,Category_2,2453
2022-10-28,Category_3,1297
2022-10-28,Category_4,1236
2022-10-28,Category_5,3823
2022-10-28,Category_6,1875
2022-10-28,Category_7,2026
2022-10-28,Category_8,1986
2022-10-29,Category_1,3336
2022-10-29,Category_2,3225
2022-10-29,Category_3,1725
2022-10-29,Category_4,1599
2022-10-29,Category_5,4933
2022-10-29,Category_6,2523
2022-10-29,Category_7,2673
2022-10-29,Category_8,2612
2022-10-30,Category_1,3413
2022-10-30,Category_2,3322
2022-10-30,Category_3,1787
2022-10-30,Category_4,1728
2022-10-30,Category_5,4874
2022-10-30,Category_6,2484
2022-10-30,Category_7,2680
2022-10-30,Category_8,2515
2022-10-31,Category_1,2578
2022-10-31,Category_2,2461
2022-10-31,Category_3,1270
2022-10-31,Category_4,1319
2022-10-31,Category_5,3810
2022-10-31,Category_6,1958
2022-10-31,Category_7,2006
2022-10-31,Category_8,2008
2022-11-01,Category_1,2714
2022-11-01,Category_2,2625
2022-11-01,Category_3,1390
2022-11-01,Category_4,1276
2022-11-01,Category_5,3827
2022-11-01,Category_6,1952
2022-11-01,Category_7,2122
2022-11-01,Category_8,1998
2022-11-02,Category_1,2712
2022-11-02,Category_2,2565
2022-11-02,Category_3,1354
2022-11-02,Category_4,1252
2022-11-02,Category_5,3801
2022-11-02,Category_6,1935
2022-11-02,Category_7,2034
2022-11-02,Category_8,1988
2022-11-03,Category_1,2638
2022-11-03,Category_2,2661
2022-11-03,Category_3,1374
2022-11-03,Category_4,1303
2022-11-03,Category_5,3868
2022-11-03,Category_6,1996
2022-11-03,Category_7,2057
2022-11-03,Category_8,1966
2022-11-04,Category_1,2681
2022-11-04,Category_2,2609
2022-11-04,Category_3,1376
2022-11-04,Category_4,1288
2022-11-04,Category_5,3875
2022-11-04,Category_6,1972
2022-11-04,Category_7,2046
2022-11-04,Category_8,1934
2022-11-05,Category_1,3529
2022-11-05,Category_2,3378
2022-11-05,Category_3,1750
2022-11-05,Category_4,1707
2022-11-05,Category_5,5080
2022-11-05,Category_6,2635
2022-11-05,Category_7,2693
2022-11-05,Category_8,2600
2022-11-06,Category_1,3591
2022-11-06,Category_2,3381
2022-11-06,Category_3,1833
2022-11-06,Category_4,1750
2022-11-06,Category_5,5158
2022-11-06,Category_6,2677
2022-11-06,Category_7,2727
2022-11-06,Category_8,2617
2022-11-07,Category_1,2738
2022-11-07,Category_2,2678
2022-11-07,Category_3,1368
2022-11-07,Category_4,1377
2022-11-07,Category_5,4026
2022-11-07,Category_6,2018
2022-11-07,Category_7,2020
2022-11-07,Category_8,2023
2022-11-08,Category_1,2753
2022-11-08,Category_2,2685
2022-11-08,Category_3,1436
2022-11-08,Category_4,1361
2022-11-08,Category_5,4004
2022-11-08,Category_6,2029
2022-11-08,Category_7,2160
2022-11-08,Category_8,2084
2022-11-09,Category_1,2791
2022-11-09,Category_2,2713
2022-11-09,Category_3,1471
2022-11-09,Category_4,1311
2022-11-09,Category_5,3919
2022-11-09,Category_6,1970
2022-11-09,Category_7,2108
2022-11-09,Category_8,2064
2022-11-10,Category_1,2772
2022-11-10,Category_2,2709
2022-11-10,Category_3,1473
2022-11-10,Category_4,1384
2022-11-10,Category_5,4039
2022-11-10,Category_6,2102
2022-11-10,Category_7,2237
2022-11-10,Category_8,2162
2022-11-11,Category_1,2799
2022-11-11,Category_2,2647
2022-11-11,Category_3,1430
2022-11-11,Category_4,1376
2022-11-11,Category_5,4060
2022-11-11,Category_6,2077
2022-11-11,Category_7,2202
2022-11-11,Category_8,2105
2022-11-12,Category_1,3651
2022-11-12,Category_2,3464
2022-11-12,Category_3,1867
2022-11-12,Category_4,1727
2022-11-12,Category_5,5366
2022-11-12,Category_6,2678
2022-11-12,Category_7,2916
2022-11-12,Category_8,2776
2022-11-13,Category_1,3655
2022-11-13,Category_2,3602
2022-11-13,Category_3,1886
2022-11-13,Category_4,1798
2022-11-13,Category_5,5269
2022-11-13,Category_6,2803
2022-11-13,Category_7,2812
2022-11-13,Category_8,2862
2022-11-14,Category_1,2851
2022-11-14,Category_2,2749
2022-11-14,Category_3,1430
2022-11-14,Category_4,1388
2022-11-14,Category_5,4275
2022-11-14,Category_6,2127
2022-11-14,Category_7,2294
2022-11-14,Category_8,2135
2022-11-15,Category_1,2879
2022-11-15,Category_2,2762
2022-11-15,Category_3,1531
2022-11-15,Category_4,1432
2022-11-15,Category_5,4127
2022-11-15,Category_6,2189
2022-11-15,Category_7,2204
2022-11-15,Category_8,2133
2022-11-16,Category_1,2826
2022-11-16,Category_2,2857
2022-11-16,Category_3,1459
2022-11-16,Category_4,1402
2022-11-16,Category_5,4231
2022-11-16,Category_6,2179
2022-11-16,Category_7,2278
2022-11-16,Category_8,2173
2022-11-17,Category_1,2914
2022-11-17,Category_2,2815
2022-11-17,Category_3,1461
2022-11-17,Category_4,1454
2022-11-17,Category_5,4313
2022-11-17,Category_6,2207
2022-11-17,Category_7,2279
2022-11-17,Category_8,2209
2022-11-18,Category_1,2905
2022-11-18,Category_2,2900
2022-11-18,Category_3,1533
2022-11-18,Category_4,1448
2022-11-18,Category_5,4214
2022-11-18,Category_6,2189
2022-11-18,Category_7,2268
2022-11-18,Category_8,2203
2022-11-19,Category_1,3882
2022-11-19,Category_2,3685
2022-11-19,Category_3,1985
2022-11-19,Category_4,1841
2022-11-19,Category_5,5633
2022-11-19,Category_6,2815
2022-11-19,Category_7,2946
2022-11-19,Category_8,2849
2022-11-20,Category_1,3853
2022-11-20,Category_2,3870
2022-11-20,Category_3,2038
2022-11-20,Category_4,1912
2022-11-20,Category_5,5716
2022-11-20,Category_6,2930
2022-11-20,Category_7,3078
2022-11-20,Category_8,2968
2022-11-21,Category_1,3026
2022-11-21,Category_2,2966
2022-11-21,Category_3,1563
2022-11-21,Category_4,1464
2022-11-21,Category_5,4345
2022-11-21,Category_6,2221
2022-11-21,Category_7,2244
2022-11-21,Category_8,2278
2022-11-22,Category_1,3015
2022-11-22,Category_2,3007
2022-11-22,Category_3,1516
2022-11-22,Category_4,1560
2022-11-22,Category_5,4344
2022-11-22,Category_6,2285
2022-11-22,Category_7,2376
2022-11-22,Category_8,2299
2022-11-23,Category_1,3054
2022-11-23,Category_2,3033
2022-11-23,Category_3,1636
2022-11-23,Category_4,1502
2022-11-23,Category_5,4599
2022-11-23,Category_6,2295
2022-11-23,Category_7,2357
2022-11-23,Category_8,2245
2022-11-24,Category_1,4877
2022-11-24,Category_2,4804
2022-11-24,Category_3,2522
2022-11-24,Category_4,2434
2022-11-24,Category_5,7119
2022-11-24,Category_6,3661
2022-11-24,Category_7,3933
2022-11-24,Category_8,3666
2022-11-25,Category_1,3163
2022-11-25,Category_2,3011
2022-11-25,Category_3,1550
2022-11-25,Category_4,1582
2022-11-25,Category_5,4400
2022-11-25,Category_6,2349
2022-11-25,Category_7,2365
2022-11-25,Category_8,2386
2022-11-26,Category_1,4010
2022-11-26,Category_2,3944
2022-11-26,Category_3,2130
2022-11-26,Category_4,1990
2022-11-26,Category_5,5889
2022-11-26,Category_6,3098
2022-11-26,Category_7,3184
2022-11-26,Category_8,3002
2022-11-27,Category_1,4128
2022-11-27,Category_2,4050
2022-11-27,Category_3,2186
2022-11-27,Category_4,1933
2022-11-27,Category_5,5970
2022-11-27,Category_6,3028
2022-11-27,Category_7,3183
2022-11-27,Category_8,3030
2022-11-28,Category_1,3143
2022-11-28,Category_2,3138
2022-11-28,Category_3,1601
2022-11-28,Category_4,1542
2022-11-28,Category_5,4536
2022-11-28,Category_6,2368
2022-11-28,Category_7,2439
2022-11-28,Category_8,2363
2022-11-29,Category_1,3232
2022-11-29,Category_2,3176
2022-11-29,Category_3,1666
2022-11-29,Category_4,1616
2022-11-29,Category_5,4511
2022-11-29,Category_6,2334
2022-11-29,Category_7,2483
2022-11-29,Category_8,2393
2022-11-30,Category_1,3286
2022-11-30,Category_2,3167
2022-11-30,Category_3,1613
2022-11-30,Category_4,1599
2022-11-30,Category_5,4773
2022-11-30,Category_6,2329
2022-11-30,Category_7,2538
2022-11-30,Category_8,2380
2022-12-01,Category_1,3189
2022-12-01,Category_2,3070
2022-12-01,Category_3,1633
2022-12-01,Category_4,1632
2022-12-01,Category_5,4903
2022-12-01,Category_6,2425
2022-12-01,Category_7,2499
2022-12-01,Category_8,2507
2022-12-02,Category_1,3293
2022-12-02,Category_2,3237
2022-12-02,Category_3,1762
2022-12-02,Category_4,1646
2022-12-02,Category_5,4827
2022-12-02,Category_6,2409
2022-12-02,Category_7,2600
2022-12-02,Category_8,2459
2022-12-03,Category_1,4279
2022-12-03,Category_2,4161
2022-12-03,Category_3,2200
2022-12-03,Category_4,2122
2022-12-03,Category_5,6337
2022-12-03,Category_6,3100
2022-12-03,Category_7,3266
2022-12-03,Category_8,3204
2022-12-04,Category_1,4377
2022-12-04,Category_2,4174
2022-12-04,Category_3,2173
2022-12-04,Category_4,2074
2022-12-04,Category_5,6191
2022-12-04,Category_6,3262
2022-12-04,Category_7,3309
2022-12-04,Category_8,3243
2022-12-05,Category_1,3323
2022-12-05,Category_2,3296
2022-12-05,Category_3,1717
2022-12-05,Category_4,1629
2022-12-05,Category_5,4787
2022-12-05,Category_6,2554
2022-12-05,Category_7,2605
2022-12-05,Category_8,2555
2022-12-06,Category_1,3394
2022-12-06,Category_2,3411
2022-12-06,Category_3,1735
2022-12-06,Category_4,1668
2022-12-06,Category_5,4838
2022-12-06,Category_6,2560
2022-12-06,Category_7,2608
2022-12-06,Category_8,2535
2022-12-07,Category_1,3444
2022-12-07,Category_2,3299
2022-12-07,Category_3,1794
2022-12-07,Category_4,1703
2022-12-07,Category_5,4939
2022-12-07,Category_6,2470
2022-12-07,Category_7,2702
2022-12-07,Category_8,2539
2022-12-08,Category_1,3331
2022-12-08,Category_2,3340
2022-12-08,Category_3,1775
2022-12-08,Category_4,1666
2022-12-08,Category_5,4946
2022-12-08,Category_6,2561
2022-12-08,Category_7,2701
2022-12-08,Category_8,2563
2022-12-09,Category_1,3358
2022-12-09,Category_2,3338
2022-12-09,Category_3,1801
2022-12-09,Category_4,1746
2022-12-09,Category_5,4971
2022-12-09,Category_6,2600
2022-12-09,Category_7,2643
2022-12-09,Category_8,2569
2022-12-10,Category_1,4646
2022-12-10,Category_2,4510
2022-12-10,Category_3,2295
2022-12-10,Category_4,2167
2022-12-10,Category_5,6649
2022-12-10,Category_6,3372
2022-12-10,Category_7,3674
2022-12-10,Category_8,3379
2022-12-11,Category_1,4619
2022-12-11,Category_2,4436
2022-12-11,Category_3,2431
2022-12-11,Category_4,2104
2022-12-11,Category_5,6491
2022-12-11,Category_6,3404
2022-12-11,Category_7,3514
2022-12-11,Category_8,3398
2022-12-12,Category_1,3526
2022-12-12,Category_2,3500
2022-12-12,Category_3,1786
2022-12-12,Category_4,1639
2022-12-12,Category_5,5226
2022-12-12,Category_6,2592
2022-12-12,Category_7,2769
2022-12-12,Category_8,2782
2022-12-13,Category_1,3605
2022-12-13,Category_2,3497
2022-12-13,Category_3,1795
2022-12-13,Category_4,1823
2022-12-13,Category_5,5175
2022-12-13,Category_6,2643
2022-12-13,Category_7,2843
2022-12-13,Category_8,2640
2022-12-14,Category_1,3584
2022-12-14,Category_2,3431
2022-12-14,Category_3,1768
2022-12-14,Category_4,1802
2022-12-14,Category_5,5184
2022-12-14,Category_6,2743
2022-12-14,Category_7,2815
2022-12-14,Category_8,2738
2022-12-15,Category_1,3637
2022-12-15,Category_2,3572
2022-12-15,Category_3,1852
2022-12-15,Category_4,1766
2022-12-15,Category_5,5233
2022-12-15,Category_6,2681
2022-12-15,Category_7,2827
2022-12-15,Category_8,2729
2022-12-16,Category_1,3695
2022-12-16,Category_2,3538
2022-12-16,Category_3,1866
2022-12-16,Category_4,1837
2022-12-16,Category_5,5245
2022-12-16,Category_6,2704
2022-12-16,Category_7,2827
2022-12-16,Category_8,2721
2022-12-17,Category_1,4747
2022-12-17,Category_2,4732
2022-12-17,Category_3,2482
2022-12-17,Category_4,2361
2022-12-17,Category_5,6772
2022-12-17,Category_6,3655
2022-12-17,Category_7,3717
2022-12-17,Category_8,3578
2022-12-18,Category_1,4861
2022-12-18,Category_2,4667
2022-12-18,Category_3,2443
2022-12-18,Category_4,2349
2022-12-18,Category_5,7056
2022-12-18,Category_6,3614
2022-12-18,Category_7,3813
2022-12-18,Category_8,3556
2022-12-19,Category_1,3773
2022-12-19,Category_2,3697
2022-12-19,Category_3,1931
2022-12-19,Category_4,1874
2022-12-19,Category_5,5449
2022-12-19,Category_6,2821
2022-12-19,Category_7,2879
2022-12-19,Category_8,2789
2022-12-20,Category_1,3799
2022-12-20,Category_2,3839
2022-12-20,Category_3,1980
2022-12-20,Category_4,1801
2022-12-20,Category_5,5436
2022-12-20,Category_6,2770
2022-12-20,Category_7,2904
2022-12-20,Category_8,2906
2022-12-21,Category_1,3760
2022-12-21,Category_2,3700
2022-12-21,Category_3,1926
2022-12-21,Category_4,1894
2022-12-21,Category_5,5581
2022-12-21,Category_6,2875
2022-12-21,Category_7,2970
2022-12-21,Category_8,2790
2022-12-22,Category_1,3803
2022-12-22,Category_2,3704
2022-12-22,Category_3,1931
2022-12-22,Category_4,1839
2022-12-22,Category_5,5640
2022-12-22,Category_6,2766
2022-12-22,Category_7,2902
2022-12-22,Category_8,2900
2022-12-23,Category_1,3910
2022-12-23,Category_2,3769
2022-12-23,Category_3,1980
2022-12-23,Category_4,1862
2022-12-23,Category_5,5562
2022-12-23,Category_6,2926
2022-12-23,Category_7,2955
2022-12-23,Category_8,2892
2022-12-24,Category_1,4998
2022-12-24,Category_2,4973
2022-12-24,Category_3,2497
2022-12-24,Category_4,2540
2022-12-24,Category_5,7462
2022-12-24,Category_6,3729
2022-12-24,Category_7,3900
2022-12-24,Category_8,3713
2022-12-25,Category_1,8102
2022-12-25,Category_2,7971
2022-12-25,Category_3,4006
2022-12-25,Category_4,3943
2022-12-25,Category_5,11811
2022-12-25,Category_6,6156
2022-12-25,Category_7,6374
2022-12-25,Category_8,6160
2022-12-26,Category_1,4040
2022-12-26,Category_2,3831
2022-12-26,Category_3,2020
2022-12-26,Category_4,1896
2022-12-26,Category_5,5649
2022-12-26,Category_6,2914
2022-12-26,Category_7,2984
2022-12-26,Category_8,2970
2022-12-27,Category_1,4004
2022-12-27,Category_2,4018
2022-12-27,Category_3,2056
2022-12-27,Category_4,1896
2022-12-27,Category_5,5749
2022-12-27,Category_6,3003
2022-12-27,Category_7,3178
2022-12-27,Category_8,2959
2022-12-28,Category_1,4029
2022-12-28,Category_2,3982
2022-12-28,Category_3,2078
2022-12-28,Category_4,1915
2022-12-28,Category_5,5689
2022-12-28,Category_6,3049
2022-12-28,Category_7,3080
2022-12-28,Category_8,3062
2022-12-29,Category_1,4017
2022-12-29,Category_2,3950
2022-12-29,Category_3,2037
2022-12-29,Category_4,2002
2022-12-29,Category_5,5966
2022-12-29,Category_6,2944
2022-12-29,Category_7,3008
2022-12-29,Category_8,2976
2022-12-30,Category_1,4040
2022-12-30,Category_2,4028
2022-12-30,Category_3,1995
2022-12-30,Category_4,2028
2022-12-30,Category_5,5889
2022-12-30,Category_6,3010
2022-12-30,Category_7,3076
2022-12-30,Category_8,3021
2022-12-31,Category_1,5317
2022-12-31,Category_2,5176
2022-12-31,Category_3,2728
2022-12-31,Category_4,2526
2022-12-31,Category_5,7634
2022-12-31,Category_6,3976
2022-12-31,Category_7,4147
2022-12-31,Category_8,4008
2023-01-01,Category_1,8509
2023-01-01,Category_2,8374
2023-01-01,Category_3,4435
2023-01-01,Category_4,4236
2023-01-01,Category_5,12342
2023-01-01,Category_6,6170
2023-01-01,Category_7,6636
2023-01-01,Category_8,6700
2023-01-02,Category_1,4189
2023-01-02,Category_2,4039
2023-01-02,Category_3,2113
2023-01-02,Category_4,2022
2023-01-02,Category_5,5924
2023-01-02,Category_6,3126
2023-01-02,Category_7,3340
2023-01-02,Category_8,3079
2023-01-03,Category_1,4066
2023-01-03,Category_2,4058
2023-01-03,Category_3,2132
2023-01-03,Category_4,2016
2023-01-03,Category_5,6007
2023-01-03,Category_6,3088
2023-01-03,Category_7,3152
2023-01-03,Category_8,3316
2023-01-04,Category_1,4108
2023-01-04,Category_2,4065
2023-01-04,Category_3,2176
2023-01-04,Category_4,2101
2023-01-04,Category_5,6149
2023-01-04,Category_6,3207
2023-01-04,Category_7,3386
2023-01-04,Category_8,3149
2023-01-05,Category_1,4246
2023-01-05,Category_2,4140
2023-01-05,Category_3,2173
2023-01-05,Category_4,2121
2023-01-05,Category_5,6022
2023-01-05,Category_6,3191
2023-01-05,Category_7,3287
2023-01-05,Category_8,3189
2023-01-06,Category_1,4338
2023-01-06,Category_2,4100
2023-01-06,Category_3,2193
2023-01-06,Category_4,2088
2023-01-06,Category_5,6199
2023-01-06,Category_6,3141
2023-01-06,Category_7,3384
2023-01-06,Category_8,3223
2023-01-07,Category_1,5422
2023-01-07,Category_2,5453
2023-01-07,Category_3,2857
2023-01-07,Category_4,2836
2023-01-07,Category_5,8149
2023-01-07,Category_6,4165
2023-01-07,Category_7,4159
2023-01-07,Category_8,4256
2023-01-08,Category_1,5561
2023-01-08,Category_2,5330
2023-01-08,Category_3,2873
